@RELATION tweets_to_be_classified

@ATTRIBUTE tweet STRING

@DATA
'George Harper H&amp;B Lville Slugger Game Used Bat 1916-29 - Game Used MLB Bats: George Harper H&amp;B... http://t.co/gowac0VzN2 #discount #deal'
'Waterhog Grand Premier Floor Mat - One End: Cleated Back - 6\' x 19.3\' - Regal Red: This bar fl... http://t.co/omf8G9Y7dG #discount #deal'
'8000K BLUE HID HEADLIGHT KIT H4 Suzuki GSX-R750 96-06: Xenon HID conversion kit offering True ... http://t.co/sm7zZD7o70 #discount #deal'
'Home Decor King Size Bedspread with Elephant Patch &amp; Thread Work Cotton Bed Sheet Bedspread Ta... http://t.co/2UIOqmwNOQ #discount #deal'
'#books #1: The Blood Sugar Solution Cookbook: More than 175 Ultra-Tasty Recipes for Total Health and Wei... http://t.co/6UuK5jIcTl #deal'
'ATTN #SINGERS: PLAY THIS HOT#BANGER. TAKEN:  http://t.co/tNN88rMXHY. 4 FOR $15 #DEAL http://t.co/Yd7PdG6HzR'
'#discount #deal Hot Deals 4: Levi\'s 512 Misses Perfectly Slimming Boot Cut Jean with Tummy Slim... http://t.co/LySoseRF9Z Best Buy Price'
'#discount #deal Hot Deals 8: Gloria Vanderbilt Women\'s Amanda Denim in Silverpond New Women Jea... http://t.co/7dKF3beuzK Best Buy Price'
'#Deal &amp; #Schnäppchen Update: [Blu-ray] Pastewka – 6. Staffel für 15.99 Euro versandkostenfrei - http://t.co/nPJuloKzGW'
'#Deal &amp; #Schnäppchen Update: [Blu-ray] Die Armee der Finsternis [Director\'s Cut] für 10.99 Euro versandkostenfrei - http://t.co/yjpWMGUyDe'
'http://t.co/iFVfkPUZ6Y found article on  http://t.co/EdUeuIq4Ul  Government targets SMEs in Â£2bn consultancy #deal'
'ATTN #ARTISTS: PLAY THIS CRAZY#TRACK. TAKEN:  http://t.co/tNN88rMXHY. 4 FOR $15 #DEAL http://t.co/Yd7PdG6HzR'
'[Deal] Win 1 of 6, Tomb Raider for Ps3 or Xbox 360 @ Asda http://t.co/4XlbgvUtUw #deal'
'#amazon Bestseller: #1: The Blood Sugar Solution Cookbook: More than 175 Ultra-Tasty Recipes for ... http://t.co/yMw84jXcZm #books #deal'
'ATTN #SINGERS: PLAY THIS HOT#BEAT. TAKEN:  http://t.co/tNN88rMXHY. 4 FOR $15 #DEAL http://t.co/Yd7PdG6HzR'
'#Birmingham #Deal £17 instead of £102.50 for a half-body massage, ‘Revive’ facial, manicure &amp; pedicure at Saba\'s... http://t.co/1P4zbwGKQY'
'#Birmingham #Deal £17 instead of £102.50 for a half-body massage, ‘Revive’ facial, manicure &amp; pedicure at Saba\'s... http://t.co/LGehfrRaFA'
'#Birmingham #Deal All-You-Can-Eat Brazilian Grill With Salad Buffet and Cocktail for £18 at Rodizio Rico, Birmingham http://t.co/hddzT2oulP'
'#Birmingham #Deal All-You-Can-Eat Brazilian Grill With Salad Buffet and Cocktail for £18 at Rodizio Rico, Birmingham http://t.co/LEJKAHGrOS'
'#Birmingham #Deal Manicure or Pedicure from £12; With Shellac from £16 at The Retreat (Up to 77\% Off) http://t.co/qgNHhSRjfn'
'#Birmingham #Deal Manicure or Pedicure from £12; With Shellac from £16 at The Retreat (Up to 77\% Off) http://t.co/ZMq0a4GIsa'
'Bunches: HOT #deal! 10\% #voucher code - 10\% off all purchases at Bunches using EXCLUSIVE voucher code. Ends: 12/31/13 http://t.co/DIp9DjzVmL'
'#London #UK #Deal £79 instead of £425 for a medical MOT inc. blood profile, diabetes &amp; thyroid check + more at... http://t.co/eHjoBd0dDz'
'Safety 1st Heavenly Dreams White Crib Mattress #deal was $54.99 now  $47.69 http://t.co/0ZxKpn6Qyd'
'#London #UK #Deal £69 instead of £375 for 3 sessions of LumiSlim Laser Lipolysis, or £119 for 6 sessions at The... http://t.co/2Ei3ap1fHg'
'#London #UK #Deal £29 for a £60 voucher to spend on Indian food for 2 + a glass of wine each at Shezan in... http://t.co/hkNr9vR9CR'
'#London #UK #Deal £5 instead of £16 for 2 tickets to The National Asian Wedding Show on Sunday 24th March 2013 at... http://t.co/CewcaZw867'
'#London #UK #Deal 60-Minute Aromatherapy Massage for £24 at Elegant Hair and Beauty Studio (63\% Off) http://t.co/BQPaQicGdJ'
'#London #UK #Deal £79 instead of £425 for a medical MOT inc. blood profile, diabetes &amp; thyroid check + more at... http://t.co/AJFWnWBJnk'
'#London #UK #Deal £69 instead of £375 for 3 sessions of LumiSlim Laser Lipolysis, or £119 for 6 sessions at The... http://t.co/LXVM3OVt55'
'#London #UK #Deal £29 for a £60 voucher to spend on Indian food for 2 + a glass of wine each at Shezan in... http://t.co/I0F7gyUOZc'
'RT @myossm: #Shopping #Bargain #Deals Savings in Home &amp; Kitchen @ http://t.co/USxcx1fbzE'
'$20 Toward Joe’s Jerky and Nonnie’s Country Store &amp; Cafe http://t.co/i1ls20zx57 #deals #uticadailydeals'
'Spring Clean-Up Services From Legacy Landscaping http://t.co/hIm6lFgcf1 #deals #albanydailydeals'
'Beautiful Jan Royce Conant Drawing of Jamaica - 1982 - Rare CT Artist - Animals #CPTV #EBAY #FineArt #Deals http://t.co/MUZf5aixMz'
'Famous Footwear - 15\% Off Sitewide: Famous Footwear Coupons http://t.co/01BwdNamTG #Offer360 #Deals'
'Famous Footwear - 15\% Off Sitewide: Famous Footwear Coupons http://t.co/sT1HztCfWN #goth #deals'
'#deals Famous Footwear - 15\% Off Sitewide: Famous Footwear Coupons http://t.co/iavIKwi7Uh #Punk #Deals'
'Team 32GB Class 10 SDHC Card for $17 + free shipping: newegg offers the Team 32GB SDHC Class ... http://t.co/TGhgVAtLkQ #Offer360 #Deals'
'Lenovo Ivy Bridge Core i5 Dual 2.5GHz 16\' Laptop for $529 + free shipping: Lenovo offers its ... http://t.co/MpnWyo9sE4 #Offer360 #Deals'
'Columbia River Guppie 9-in-1 Multi-Tool for $19 + free shipping: AltaTac via eBay offers the ... http://t.co/5Gyc74mRmM #Offer360 #Deals'
'#MLB #Jeter Derek Jeter could make spring debut for Yankees this weekend http://t.co/ET2wRNEyog #Deals'
'Minix NEO-X5 Android TV Media Player $86 at Newegg: Newegg has the Minix NEO-X5-116A Android TV M... http://t.co/ibda4hP49L #goth #deals'
'Samsung 11.6\' Exynos Dual-Core SSD Chromebook $224 at Newegg: Newegg has the Samsung XE303C12-A01... http://t.co/wCDsodcbCA #goth #deals'
'Dell S2740L 27\' 1920x1080 LED LCD Monitor $261 at Newegg: Newegg has the new Dell S2740L 27\' 1920... http://t.co/ALQ0M2Tery #goth #deals'
'2 x 3ft Lightning to USB Cables + Car Charger $10 at Amazon: Amazon with ButterflyPhoto has two 3... http://t.co/sAy3Fv8ipD #goth #deals'
'Take 40\% off sitewide at Justice for girls online. Get #coupon code http://t.co/9pv0F2S3xa #deals'
'One stop source for #Agile, I recommend it to fellow Agile practitioners\' #project management UK #Kindle #deals £2 http://t.co/Ycij5Exzp'
'#deals #coupons Motorola S305 Bluetooth Stereo Headset http://t.co/QcQLdztZks'
'#deals #coupons Motorola S305 Bluetooth Stereo Headset http://t.co/BBysdtmvHc'
'Today\'s #bargain? Check Call of Duty: Modern Warfare 3: #Xbox 360 http://t.co/1Drs5rpElo  #gaming #deals'
'Murió Hugo Chávez #deals Up to 50\% Off SanDisk Memory Card http://t.co/u4Hz2ETckv'
'Monsters Inc http://t.co/gpwYfh4juM #deals'
'Delight Induction Cookware Set of 9 Pcs Rs. 719 – IndiaTimes Shopping: • handi 1 ltrs • handi lid... http://t.co/bv4aG2RYMu #DEALS #OFFERS'
'#Shopping #Bargain #Deals Savings in Home &amp; Kitchen @ http://t.co/USxcx1fbzE'
'Video Game Deals! The History of Sonic the Hedgehog (Hardcover) recently tagged \'video games\' http://t.co/Grmnequ7OY #deals #360 #ps3'
'Video Game Deals! Mega Man Battle Network: Official Complete Works (Paperback) recently tagge... http://t.co/0WWq41kplL #deals #360 #ps3'
'Amazon DEALS - $2 Bounce Fresh Linen Sheets, 40-Count (Pack of 3) HOT #Amazon #deals #coupons At http://t.co/qS1dlp2dCD'
'Sears DEALS - $37 Klipsch Reference S4 Premium In-Ear Headphones HOT #Sears #deals #coupons At http://t.co/qNiH2YgreY'
'Fossil DEALS - $0 Up to 55\% off in Sale HOT #Fossil #deals #coupons At http://t.co/9xdOpieCub'
'Kmart DEALS - $10 Kyocera S2100 Prepaid Virgin Mobile PayLo Phone HOT #Kmart #deals #coupons At http://t.co/29DncIHXjO'
'BestBuy DEALS - $89 WD My Passport 1.5TB External Portable Hard Drive HOT #BestBuy #deals #coupons At http://t.co/ssc66DPFMg'
'Check this out! GoPro CHDMH002 HD Motorsports Hero2 #Camera Bundle http://t.co/qQAckHWgVp  #photography #deals'
'RT @lussobaby is having a floor model sale! Get great items at great prices! http://t.co/imQgXCgJKU #Vancouver #deals'
'Check this out! ##Windows8: Out of the Box: Mike Halsey http://t.co/cZwlLEbqvF  #book #deals'
'#YouTube #Fatloss #Tips DIY Anti-Cellulite Treatment - How to get rid of Cellulite! http://t.co/GW638HadGL #Deals Koomg'
'#deals Hadley-Roma Men’s MB3808RASE 20 20-mm Black Fine Mesh Stainless Steel Watch Strap Best Reviews http://t.co/o4tq1GbH2a #discounts'
'#deals best Ladies Fashion Weave Wrap Around Leather Retro Bracelet Woman Watch Hand-knit/brown reviews http://t.co/Hfdcmz58tb #discounts'
'#discounts Workout 8: Concept2 Model E Indoor Rowing Machine Best Cardio Training 2012 http...: Workout... http://t.co/0K3Rafwihe #deals'
'#discounts Workout 3: Body Rider Fan Bike Best Cardio Training 2012 http://t.co/EWmrimHLhk A...: Workout... http://t.co/60yAjvaFPb #deals'
'#deals Workout 8: Concept2 Model E Indoor Rowing Machine Best Cardio Training 2012 http... http://t.co/oCEhzkFfXG #offer'
'#deals Workout 3: Body Rider Fan Bike Best Cardio Training 2012 http://t.co/DhA3fIIMWy A... http://t.co/ly5XXOmCJ3 #offer'
'#OnlineDeals Deal Mini Biosphären Aquarium http://t.co/Lit1wmLw8O #Deals bei The-Pr.de'
'Check this #bargain! Arduino MEGA 2560 Board http://t.co/Fe7NelAR3j  #electronics #deals'
'Toronto Raptors Tickets only $19 and pick from 2 Games &amp; 2 Seating Options #Deals #Toronto #rtz - http://t.co/MgmiH3d1MF'
'Turcom 102 Google Android 40 Tablet Pc 1 Gb Ddr Ram 4gb Hdd Wifi Camera Hdmi Support External 3... http://t.co/OpxIAGCCw6 #tablet #deals'
'[Airtel Money] HomeShop18 Rs. 150 off on Rs. 500, Rs. 350 off on Rs. 1500: Airtel money lets you... http://t.co/y5OLPUgyXK #DEALS #OFFERS'
'Johnson &amp; Johnson Band-Aid WashProof Antiseptic 10 Strips Rs. 15 – Tradus: Hot deal sticky. Scroll... http://t.co/BdrQihlkQK #DEALS #OFFERS'
'20\% Off at Tea Collection http://t.co/sZlxXocxtY #baby #deals #fashion #kids #savings'
'Vaca Rental Deal - $179 / 2br - $20.00 discount per night (Rio Grande, Puerto Rico): $20.00 dis... http://t.co/FQerRAureJ #travel #deals'
'#deals The Proving Ground G. Bruce Knecht (Author)  20 days in the top 100 (75)Buy new: $14.95  $8... http://t.co/SZnU2kht2o #hot #books'
'RT @BargainNext: #coupon - LE6OFF - Electronics Coupon: $6 off $80 with code: LE6OFF - http://t.co/Ji3yh1KqGF - #bargain #deals'
'RT @Spradley_Barr: #collisioncenter #marchmadness #savings #deals @Spradley_Barr @Krazy_Bitch23 @Ford @FordMustang @FordTrucks http://t.co/1tsPSFiWWO'
'RT @Spradley_Barr: #parts #marchmadness #deals #savings #ford @Spradley_Barr @Krazy_Bitch23 @Ford @FordMustang @FordTrucks http://t.co/fSoI9ZF19S'
'RT @Spradley_Barr: #service #marchmadness #deals #savings @Spradley_Barr @Krazy_Bitch23 @lincolnnewyork @for http://t.co/2uNxQ5zOA8'
'GERMAN - HEBERW - ENGLISH NON-TRANSPARENT KEYBOARD STICKERS ON BLACK BACKGROUND: High-quality stickers ... http://t.co/Mt0o2msqI9 #deals'
'TREND MICR SERVERPROTECT 1.X ANNUAL MAINT ( SPZZLLE1XSBUPRNF ):  http://t.co/EKmo6RwQdZ #deals'
'Peterson Gas Logs 30 Inch Burnt Heritage Oak Vented Natural Gas Log Set With G4 Burner And Basic On/Off... http://t.co/JsrKtAGmxW #deals'
'Nook XEP-16-OPN Single Open Inch Excel Pillow Block, 1\' Shaft Diameter:  http://t.co/Ws9ePfY5oZ #deals'
'Israel (Modern World Nations):  http://t.co/iqkFn8gkmK #deals'
'#Canon EOS Rebel T3i 18 MP CMOS #Digital SLR #Camera+18-55mm Lens+#Canon 55-250mm Zoom http://t.co/tzIM9fayjJ  #photo #deals'
'#Deals : The Twilight Saga: Breaking Dawn - Part Two (Blu-ray + Digital Copy + UltraViolet) (Widescreen) http://t.co/yajRJdDY9e'
'Deal of the Hour $17.50 -- Broadway\'s \'West Side Story\' in Boise, Reg. $35: The classic musical is \'a s... http://t.co/2ZgoQ46FZt #deals'
'#collisioncenter #marchmadness #savings #deals @Spradley_Barr @Krazy_Bitch23 @Ford @FordMustang @FordTrucks http://t.co/1tsPSFiWWO'
'#parts #marchmadness #deals #savings #ford @Spradley_Barr @Krazy_Bitch23 @Ford @FordMustang @FordTrucks http://t.co/fSoI9ZF19S'
'#service #marchmadness #deals #savings @Spradley_Barr @Krazy_Bitch23 @lincolnnewyork @for http://t.co/2uNxQ5zOA8'
'16x36 Custom Picture Frame / Poster Frame 2.375\' Wide Complete Light Distressed Brown Frame (50032) http://t.co/9fl2sF5E1s #amazon #deals'
'SterlingTek\'s POWWER Sony Cyber-shot DSC-T700/H Power Adapter http://t.co/HNf8yRmS3U #amazon #deals'
'Hitachi DZ-BX37E Camcorder Battery Charger - TechFuel® AC &amp; DC Compatible Travel Battery Charger http://t.co/vYoTn4yk1b #amazon #deals'
'Johnson &amp; Johnson Band-Aid WashProof Antiseptic – 10 Strips @ Rs.15: Buy Johnson &amp; Johnson... http://t.co/Z2Iet8qUmZ #DEALS #OFFERS'
'#coupon - FFCANVAS - Take 15\% Off Sitewide with code FFCANVAS at FamousFootwear- Vali... - http://t.co/eOkBCqNkJN - #bargain #deals'
'SKECHERS SPORT Logo - Blue - http://t.co/BO2LpE31eM - #bargain #deals'
'Save Up To $400 on Electric Fireplace Entertainment Centers Plus FREE Shipping! - http://t.co/I79jcKLDK4 - #bargain #deals'
'#discounts Hot Deals 4: Levi\'s 512 Misses Perfectly Slimming Boot Cut Jean with Tummy Slimm... http://t.co/wx5EEwUWTu #deals'
'#discounts Hot Deals 8: Gloria Vanderbilt Women\'s Amanda Denim in Silverpond New Women Jean... http://t.co/ShAfNIdWjo #deals'
'#discounts #deals Hot Deals 4: Levi\'s 512 Misses Perfectly Slimming Boot Cut Jean with Tummy ... http://t.co/1JPpGme8no best deal offers'
'#discounts #deals Hot Deals 8: Gloria Vanderbilt Women\'s Amanda Denim in Silverpond New Women... http://t.co/0a1ai5AwIz best deal offers'
'Blue Nile Sweepstakes - 728x90 - http://t.co/xebHJqFMk1 - #bargain #deals'
'#amazon #deals Cool 9: Google Nexus 7 Tablet (16 GB) cool tablets http://t.co/EXvwyFGLwL Affi... http://t.co/ktK0HBj9EJ best deal offers'
'#amazon #deals Cool 10: Toshiba Satellite C855-S5343 PSCBLU-025003 15.6-Inch Laptop (Satin Bl... http://t.co/qfvTh4cnwP best deal offers'
'20\% Off Kids Denim_20130223_8558_text - http://t.co/SlaxSNfAZl - #bargain #deals'
'#coupon - JEWELS10 - $10 off Order Promo - Feb 2013 - http://t.co/2sqM1B3mC8 - #bargain #deals'
'#coupon - DL15 - 15\% Off Coupon for Oopsy daisy Kids Room Decor - http://t.co/nnrSQglwZJ - #bargain #deals'
'4WD - Free Winch Cover - Smittybilt - http://t.co/PxdiXpyKD4 - #bargain #deals'
'Seuss On the Loose- 300 x 250 - http://t.co/UMuEJu9pOM - #bargain #deals'
'Get More Bang for Your Buck with SKECHERS Elite Rewards Points! - http://t.co/v0keo8Tk0O - #bargain #deals'
'Blink Sneaker Wedges 120x400 - 2 - http://t.co/Scbv0YUs3G - #bargain #deals'
'Eddie Bauer Rain Event: All Rainwear 25\% Off - http://t.co/PDRJWhPaHC - #bargain #deals'
'Save up to 97\% off with daily deals on men\'s fashion and accessories from brands like... - http://t.co/rpzHXx4qco - #bargain #deals'
'travel with renee @ http://t.co/7Ucz7Z0yV6: Travel Deals of the Week!! http://t.co/WqRvZm5mWs #cruise #vacation #ttot #deals'
'Wedding-120x60 - http://t.co/RlXq1J5JOd - #bargain #deals'
'Dining Room Furniture at Warehouse Prices - http://t.co/D2dXBiXA1I - #bargain #deals'
'Primary Banner - http://t.co/jVIF4kZ9j8 - #bargain #deals'
'One-Stop Wedding Solution at LightInTheBox-Find Whatever Wedding Needs-Make Deal Now! - http://t.co/z0QcddUJEW - #bargain #deals'
'half-banner_234x60 - http://t.co/Zief1QpVeb - #bargain #deals'
'CreditCards - 120 x 600 - All Cards Multi Colored Banner - http://t.co/Yg9bp6ind7 - #bargain #deals'
'Serenata Hampers: 5\% #voucher code - 5\% off all items at Serenata Hampers using #discount code. Ends: 03/31/13 http://t.co/PsWwnW1RVm'
'RT @TopUKDeals: Strawberry Blushes: 15\% #voucher code - 15\% #discount on Minna Ola from Strawberry Blushes using voucher code.… http://t.co/04Iw1crdhq'
'#WhatiDoWhenIAmAlone Rebate: Up to $120 Back on Select Monroe or Rancho Products http://t.co/blyv91JDcG #Discount'
'#WhatiDoWhenIAmAlone Buy A BOB Revolution SE Single Stroller, Get A Free Snack Tray http://t.co/MvZYv8mXiA #Discount'
'Heart Internet: 20\% #voucher code - Take 20\% #discount on Linux Dual Core Dedicated Servers from Heart Internet… http://t.co/Cv2ZiWUsQL'
'Marsdens Cottage Holidays: £25 #discount code - £25 off weekly cottages holidays in South West from Marsdens… http://t.co/wbAKYXe96g'
'One2Own: 30\% #voucher code - Grab 30\% #discount from One2Own using voucher code. Ends: 03/08/13 http://t.co/CyNoaom4Hm'
'SAVE $28.96 - HDE Xbox 360 HDMI + Audio Dongle Adapter &amp; Cable $3.03 http://t.co/eRXGnZaQMC #discount #xbox'
'Tim#hotel Italie - Bercy,#Paris, #Discount -10\% for double room for 1 ngh from 08Mar(new rate – 59€,9€ off) http://t.co/RrjBYcPAJO'
'#Karaoke &amp; #Hoteliers night at #Moodz, offering all Hoteliers 50\% #discount. who is joining? at Al Ain #Rotana #Hotel http://t.co/B1GFd3U6D2'
'Get $36 Off PRO Plan @ iPower #coupons #discount #ipower http://t.co/MpI0xg7Zoj'
'Rubber Sole: 10\% #voucher code - £65 min spend - 10\% off when you spend above £65 at Rubber Sole using #discount… http://t.co/gHpMWy2X7E'
'Printerinks: 10\% #voucher code - 10\% off ink and toner (excl OEM) at Printerinks using #discount code. Ends: 03/23/13 http://t.co/KUQw8Q0Ujw'
'Swishlife: £5 #discount code - #free delivery - £5 off any order + FREE delivery at Swishlife using discount code.… http://t.co/Ry8KMeTBsy'
'Jewellery &amp; Watches: 593 stores offering 412 #discount codes - Save money instantly! http://t.co/coV83ZQ9ea'
'Just got off of work !!😄😬👌✨💰💵 #Tired #Jack #In #The #Box #Discount #Bitches http://t.co/VRwYv98fsG'
'Let\'s go shopping! Use code JESSICA for 20\% off of your order from @BHBaubles! #discount @jayemmtee http://t.co/10dzHkuuib'
'#Hotel Staybridge Suites St. Petersburg,#Saint-Petersburg,19608-10\% #discount 2838RUB for 09Mar for double room http://t.co/GKxk6z0jSf'
'Snapfish: #free adv - 100 FREE prints when you order 50 or more at Snapfish using #discount code. Ends: 03/31/13 http://t.co/haw9HCqEuM'
'Weekly Deal 1 – Texas Instruments TI-Nspire Touchpad Graphing Calculator http://t.co/nnOw4QmZe6 #discount #promo'
'Weekly Deal 2 – Lexmark X544N Multifunction Printer on Sale. http://t.co/TjNRTVkCHm #discount #promo'
'Weekly Deal 3 – Basyx VL301 Fixed Arms Nesting Chair http://t.co/dUEAZEO61B #discount #promo'
'Weekly Deal 5 – Quartet Prestige Plus Markerboard on Sale. http://t.co/LjJNCCbCwv #discount #promo'
'Weekly Deal 4 – Lorell 44553 Floor Fan on Sale. http://t.co/upnrwGVBPD #discount #promo'
'Battpit™ Laptop / Notebook Battery Replacement for Sony VAIO VGN-AR18CP (6600 mAh) with FREE 8... http://t.co/RmGg39GjEH #discount #deal'
'George Harper H&amp;B Lville Slugger Game Used Bat 1916-29 - Game Used MLB Bats: George Harper H&amp;B... http://t.co/gowac0VzN2 #discount #deal'
'Waterhog Grand Premier Floor Mat - One End: Cleated Back - 6\' x 19.3\' - Regal Red: This bar fl... http://t.co/omf8G9Y7dG #discount #deal'
'8000K BLUE HID HEADLIGHT KIT H4 Suzuki GSX-R750 96-06: Xenon HID conversion kit offering True ... http://t.co/sm7zZD7o70 #discount #deal'
'Home Decor King Size Bedspread with Elephant Patch &amp; Thread Work Cotton Bed Sheet Bedspread Ta... http://t.co/2UIOqmwNOQ #discount #deal'
'#discount #deal Hot Deals 4: Levi\'s 512 Misses Perfectly Slimming Boot Cut Jean with Tummy Slim... http://t.co/LySoseRF9Z Best Buy Price'
'#discount #deal Hot Deals 8: Gloria Vanderbilt Women\'s Amanda Denim in Silverpond New Women Jea... http://t.co/7dKF3beuzK Best Buy Price'
'#bestdeal Cool 9: Google Nexus 7 Tablet (16 GB) cool tablets http://t.co/n56NmiBb0C Affili... http://t.co/oYAySW8ONb #discount'
'#bestdeal Cool 10: Toshiba Satellite C855-S5343 PSCBLU-025003 15.6-Inch Laptop (Satin Blac... http://t.co/HxLbaisaEg #discount'
'Twitter Coupon! 10\% off complete order - \'TWMC\' at checkout #Discount #Save #Coupon http://t.co/hAZ7hn5kjI'
'Only 5 days remain for our Winter Sale http://t.co/9TbpeLbsYK #yyj #victoriabc #Canada #fashion #sale #discount'
'When I miss Indonesia shoud I buy it? #questionmark #discount #indomie #indofood #tetepmahal #gakworthit… http://t.co/rn88FxcIay'
'Music, Movies &amp; DVDs: 181 online stores offering 108 #discount offers - Save money now! http://t.co/VS1XB47c4p'
'Darlings of Chelsea: 3 DAYS 2go! 10\% #voucher code - 10\% #discount on Sandhurst leather sofa from Darlings of… http://t.co/HrhJE1wuki'
